sentid, sentlen, numents, percentcorrect_spacy, percentcorrect_stanza
3197,9,0,0,0
3198,2,0,0,0
3199,33,1,1.0,1.0
3200,17,0,0,0
3201,8,0,0,0
3202,10,0,0,0
3203,2,0,0,0
3204,22,0,0,0
3205,14,0,0,0
3206,10,1,0.0,0.0
3207,8,0,0,0
3208,19,0,0,0
3209,13,0,0,0
3210,21,0,0,0
3211,7,0,0,0
3212,6,0,0,0
3213,6,0,0,0
3214,12,0,0,0
3215,17,1,1.0,1.0
3216,10,1,1.0,1.0
3217,5,1,1.0,1.0
3218,6,1,1.0,1.0
3219,18,2,1.0,1.0
3220,9,1,1.0,1.0
3221,15,1,1.0,1.0
3222,13,1,0.0,1.0
3223,10,1,1.0,1.0
3224,19,2,1.0,1.0
3225,17,1,1.0,1.0
3226,14,3,0.6666666666666666,0.6666666666666666
3227,15,2,1.0,1.0
3228,10,0,0,0
3229,16,3,1.0,1.0
3230,11,0,0,0
3231,6,1,0.0,0.0
3232,7,1,0.0,1.0
3233,6,1,0.0,0.0
3234,8,1,0.0,1.0
3235,7,1,1.0,0.0
3236,33,2,1.0,1.0
3237,13,1,1.0,1.0
3238,19,0,0,0
3239,4,0,0,0
3240,13,1,1.0,1.0
3241,12,0,0,0
3242,11,0,0,0
3243,8,0,0,0
3244,11,0,0,0
3245,13,0,0,0
3246,33,1,0.0,1.0
3247,11,0,0,0
3248,15,0,0,0
3249,29,2,0.5,0.5
3250,8,1,0.0,1.0
3251,19,4,1.0,1.0
3252,18,5,1.0,0.6
3253,19,2,1.0,1.0
3254,32,6,1.0,1.0
3255,18,3,1.0,1.0
3256,12,1,1.0,1.0
3257,17,0,0,0
3258,27,3,1.0,1.0
3259,29,0,0,0
3260,20,0,0,0
3261,47,2,1.0,1.0
3262,36,1,1.0,1.0
3263,11,1,1.0,1.0
3264,33,0,0,0
3265,15,0,0,0
3266,27,0,0,0
3267,64,6,1.0,1.0
3268,23,0,0,0
3269,15,0,0,0
3270,21,3,0.6666666666666666,0.6666666666666666
3271,38,3,1.0,1.0
3272,28,0,0,0
3273,15,0,0,0
3274,8,0,0,0
3275,13,3,0.6666666666666666,0.6666666666666666
3276,17,6,1.0,1.0
3277,15,3,1.0,1.0
3278,11,1,1.0,1.0
3279,15,2,1.0,1.0
3280,19,0,0,0
3281,15,1,1.0,1.0
3282,21,2,1.0,1.0
3283,15,0,0,0
3284,13,1,1.0,1.0
3285,31,3,1.0,0.6666666666666666
3286,11,2,1.0,1.0
3287,17,1,1.0,1.0
3288,25,0,0,0
3289,3,0,0,0
3290,2,1,1.0,1.0
3291,9,2,1.0,1.0
3292,11,2,1.0,1.0
3293,22,1,1.0,0.0
3294,22,1,1.0,1.0
3295,37,1,1.0,1.0
3296,14,0,0,0
3297,13,0,0,0
3298,36,0,0,0
3299,23,1,0.0,1.0
3300,47,1,0.0,0.0
3301,28,0,0,0
3302,17,0,0,0
3303,17,1,1.0,1.0
3304,33,0,0,0
3305,18,0,0,0
3306,24,0,0,0
3307,16,0,0,0
3308,17,1,1.0,1.0
3309,19,0,0,0
3310,10,0,0,0
3311,38,0,0,0
3312,13,0,0,0
3313,38,0,0,0
3314,22,2,1.0,1.0
3315,24,0,0,0
3316,37,1,1.0,1.0
3317,56,0,0,0
3318,24,0,0,0
3319,19,2,0.5,0.5
3320,27,1,1.0,1.0
3321,25,2,1.0,1.0
3322,13,0,0,0
3323,12,0,0,0
3324,20,2,1.0,0.5
3325,26,0,0,0
3326,25,2,1.0,1.0
3327,16,0,0,0
3328,9,2,1.0,0.5
3329,16,0,0,0
3330,12,0,0,0
3331,36,0,0,0
3332,6,0,0,0
3333,21,0,0,0
3334,11,2,0.0,1.0
3335,35,7,0.7142857142857143,0.7142857142857143
3336,28,2,1.0,1.0
3337,41,4,1.0,1.0
3338,42,1,1.0,1.0
3339,23,5,1.0,0.8
3340,21,2,1.0,1.0
3341,38,4,1.0,1.0
3342,43,5,0.8,1.0
3343,5,0,0,0
3344,54,5,1.0,0.8
3345,49,6,1.0,1.0
3346,23,4,1.0,1.0
3347,16,2,1.0,1.0
3348,29,5,0.8,1.0
3349,35,1,1.0,1.0
3350,34,5,1.0,1.0
3351,18,2,1.0,1.0
3352,32,2,1.0,1.0
3353,19,1,1.0,1.0
3354,63,7,1.0,1.0
3355,46,3,1.0,1.0
3356,19,0,0,0
3357,33,2,1.0,1.0
3358,34,5,0.8,1.0
3359,41,4,1.0,1.0
3360,24,2,1.0,1.0
3361,45,2,1.0,1.0
3362,22,2,1.0,1.0
3363,34,3,1.0,1.0
3364,29,0,0,0
3365,53,9,0.8888888888888888,1.0
3366,41,5,0.8,1.0
3367,12,0,0,0
3368,18,2,1.0,1.0
3369,16,2,1.0,1.0
3370,51,4,0.75,1.0
3371,43,2,1.0,1.0
3372,47,4,0.75,1.0
3373,50,5,1.0,1.0
3374,41,2,1.0,1.0
3375,11,1,0.0,0.0
3376,16,3,0.6666666666666666,1.0
3377,12,1,1.0,1.0
3378,9,0,0,0
3379,8,0,0,0
3380,13,0,0,0
3381,17,1,1.0,0.0
3382,37,3,1.0,1.0
3383,14,2,1.0,1.0
3384,9,2,0.5,1.0
3385,7,0,0,0
3386,8,0,0,0
3387,10,1,0.0,1.0
3388,16,0,0,0
3389,25,3,1.0,1.0
3390,26,3,0.0,0.3333333333333333
3391,39,1,1.0,1.0
3392,13,0,0,0
3393,28,2,1.0,0.5
3394,21,2,1.0,1.0
3395,44,1,0.0,0.0
3396,5,1,0.0,1.0
3397,19,2,0.0,0.0
3398,16,0,0,0
3399,24,0,0,0
3400,40,0,0,0
3401,27,2,0.0,0.5
3402,15,3,1.0,1.0
3403,27,5,0.8,1.0
3404,28,1,0.0,0.0
3405,14,3,0.6666666666666666,1.0
3406,26,3,1.0,1.0
3407,18,4,1.0,1.0
3408,23,4,0.25,0.5
3409,29,1,1.0,1.0
3410,39,6,0.8333333333333334,0.8333333333333334
3411,44,4,1.0,1.0
3412,18,1,1.0,1.0
3413,39,6,0.8333333333333334,1.0
3414,14,1,0.0,1.0
3415,38,2,1.0,1.0
3416,20,1,0.0,0.0
3417,22,2,1.0,1.0
3418,31,5,0.8,0.8
3419,10,1,1.0,1.0
3420,33,3,1.0,1.0
3421,17,2,0.5,1.0
3422,11,1,1.0,1.0
3423,12,0,0,0
3424,60,8,0.75,0.75
3425,63,2,1.0,1.0
3426,17,0,0,0
3427,12,1,1.0,1.0
3428,25,2,0.5,1.0
3429,9,0,0,0
3430,15,0,0,0
3431,29,1,0.0,0.0
3432,3,1,0.0,1.0
3433,9,0,0,0
3434,15,2,0.0,0.0
3435,36,5,0.6,0.6
3436,31,0,0,0
3437,55,6,0.5,0.8333333333333334
3438,34,5,1.0,1.0
3439,14,0,0,0
3440,10,2,0.5,1.0
3441,46,0,0,0
3442,13,0,0,0
3443,20,1,1.0,1.0
3444,51,1,1.0,1.0
3445,35,1,1.0,0.0
3446,34,0,0,0
3447,41,1,1.0,1.0
3448,3,0,0,0
3449,8,0,0,0
3450,25,4,1.0,1.0
3451,16,0,0,0
3452,14,0,0,0
3453,15,2,1.0,1.0
3454,30,2,1.0,1.0
3455,36,1,1.0,1.0
3456,38,3,1.0,1.0
3457,16,0,0,0
3458,15,1,0.0,1.0
3459,21,1,1.0,1.0
3460,43,4,0.75,0.5
3461,21,0,0,0
3462,9,0,0,0
3463,29,3,1.0,1.0
3464,35,0,0,0
3465,34,3,1.0,1.0
3466,33,1,1.0,0.0
3467,26,1,1.0,1.0
3468,9,0,0,0
3469,19,0,0,0
3470,25,0,0,0
3471,19,2,0.0,0.0
3472,31,1,0.0,0.0
3473,20,1,1.0,1.0
3474,3,1,1.0,1.0
3475,18,2,1.0,1.0
3476,11,0,0,0
3477,10,0,0,0
3478,9,0,0,0
3479,11,0,0,0
3480,19,0,0,0
3481,47,3,1.0,0.6666666666666666
3482,4,1,1.0,0.0
3483,13,3,0.3333333333333333,1.0
3484,40,6,0.8333333333333334,0.8333333333333334
3485,18,2,0.5,0.5
3486,13,1,1.0,1.0
3487,21,1,0.0,0.0
3488,23,2,1.0,1.0
3489,74,12,0.5,0.5833333333333334
3490,22,2,1.0,1.0
3491,7,0,0,0
3492,2,1,1.0,1.0
3493,27,1,1.0,1.0
3494,2,1,1.0,1.0
3495,33,1,1.0,1.0
3496,2,1,1.0,1.0
3497,4,0,0,0
3498,21,1,0.0,1.0
3499,12,1,1.0,1.0
3500,2,1,1.0,1.0
3501,20,0,0,0
3502,6,0,0,0
3503,16,3,1.0,1.0
3504,13,0,0,0
3505,15,0,0,0
3506,19,0,0,0
3507,27,0,0,0
3508,31,0,0,0
3509,30,1,0.0,1.0
3510,46,0,0,0
3511,46,2,1.0,1.0
3512,14,0,0,0
3513,19,0,0,0
3514,15,0,0,0
3515,34,0,0,0
3516,13,0,0,0
3517,6,0,0,0
3518,8,1,0.0,1.0
3519,25,2,1.0,1.0
3520,24,0,0,0
3521,16,0,0,0
3522,22,0,0,0
3523,31,0,0,0
3524,18,0,0,0
3525,46,3,0.6666666666666666,0.6666666666666666
3526,16,0,0,0
3527,10,0,0,0
3528,22,0,0,0
3529,8,0,0,0
3530,18,1,1.0,1.0
3531,17,0,0,0
3532,20,0,0,0
3533,21,0,0,0
3534,9,0,0,0
3535,3,1,0.0,1.0
3536,29,1,0.0,1.0
3537,24,0,0,0
3538,16,0,0,0
3539,16,0,0,0
3540,48,1,1.0,1.0
3541,22,0,0,0
3542,9,0,0,0
3543,16,0,0,0
3544,31,1,1.0,1.0
3545,14,0,0,0
3546,24,0,0,0
3547,29,1,0.0,1.0
3548,22,0,0,0
3549,19,1,1.0,1.0
3550,12,0,0,0
3551,8,1,0.0,1.0
3552,38,2,1.0,1.0
3553,52,1,1.0,1.0
3554,25,0,0,0
3555,22,1,1.0,1.0
3556,26,0,0,0
3557,13,0,0,0
3558,18,0,0,0
3559,12,0,0,0
3560,30,0,0,0
3561,24,0,0,0
3562,19,1,1.0,1.0
3563,21,0,0,0
3564,9,0,0,0
3565,11,0,0,0
3566,2,0,0,0
3567,6,0,0,0
3568,19,0,0,0
3569,16,0,0,0
3570,19,1,1.0,1.0
3571,16,0,0,0
3572,26,0,0,0
3573,4,0,0,0
3574,16,2,1.0,1.0
3575,35,1,1.0,1.0
3576,22,0,0,0
3577,7,1,0.0,1.0
3578,19,0,0,0
3579,13,1,0.0,1.0
3580,24,0,0,0
3581,20,1,1.0,1.0
3582,15,0,0,0
3583,12,0,0,0
3584,27,3,1.0,1.0
3585,34,0,0,0
3586,51,0,0,0
3587,39,1,0.0,1.0
3588,18,0,0,0
3589,25,1,1.0,1.0
3590,21,0,0,0
3591,16,0,0,0
3592,22,0,0,0
3593,24,1,1.0,1.0
3594,9,0,0,0
3595,9,0,0,0
3596,48,1,1.0,1.0
3597,19,0,0,0
3598,20,0,0,0
3599,14,0,0,0
3600,17,0,0,0
3601,34,0,0,0
3602,12,0,0,0
3603,15,0,0,0
3604,4,1,0.0,1.0
3605,30,0,0,0
3606,50,2,1.0,1.0
3607,27,0,0,0
3608,20,0,0,0
3609,22,1,1.0,1.0
3610,11,0,0,0
3611,15,0,0,0
3612,14,0,0,0
3613,20,1,1.0,1.0
3614,14,1,1.0,1.0
3615,25,2,1.0,1.0
3616,43,1,1.0,1.0
3617,17,0,0,0
3618,18,0,0,0
3619,27,1,1.0,1.0
3620,24,1,1.0,1.0
3621,10,0,0,0
3622,21,1,1.0,1.0
3623,23,0,0,0
3624,11,0,0,0
3625,32,0,0,0
3626,31,1,0.0,1.0
3627,23,0,0,0
3628,18,0,0,0
3629,16,0,0,0
3630,2,1,1.0,1.0
3631,11,0,0,0
3632,25,1,0.0,0.0
3633,2,1,1.0,1.0
3634,4,0,0,0
3635,7,0,0,0
3636,16,0,0,0
3637,2,1,1.0,1.0
3638,6,0,0,0
3639,22,0,0,0
3640,6,1,0.0,0.0
3641,18,3,0.6666666666666666,1.0
3642,35,2,1.0,1.0
3643,12,0,0,0
3644,32,4,1.0,1.0
3645,17,3,1.0,1.0
3646,5,0,0,0
3647,7,0,0,0
3648,12,0,0,0
3649,11,1,1.0,1.0
3650,9,0,0,0
3651,7,0,0,0
3652,21,2,0.5,0.5
3653,56,0,0,0
3654,17,0,0,0
3655,29,0,0,0
3656,26,0,0,0
3657,32,0,0,0
3658,13,1,0.0,0.0
3659,19,0,0,0
3660,5,1,0.0,0.0
3661,41,1,1.0,1.0
3662,42,6,0.5,1.0
3663,11,0,0,0
3664,28,5,0.8,0.8
3665,32,0,0,0
3666,41,7,0.7142857142857143,1.0
3667,33,4,0.75,0.5
3668,2,1,0.0,0.0
3669,10,2,1.0,0.5
3670,35,2,1.0,1.0
3671,34,2,1.0,1.0
3672,16,0,0,0
3673,9,1,1.0,1.0
3674,49,0,0,0
3675,18,0,0,0
3676,37,2,1.0,1.0
3677,33,2,0.5,0.5
3678,36,4,0.5,0.5
3679,33,1,1.0,1.0
3680,33,1,0.0,0.0
3681,27,1,1.0,1.0
3682,17,0,0,0
3683,38,0,0,0
3684,41,1,1.0,1.0
3685,5,0,0,0
3686,19,0,0,0
3687,7,0,0,0
3688,35,5,1.0,0.8
3689,38,5,1.0,1.0
3690,40,1,1.0,1.0
3691,29,1,1.0,1.0
3692,29,0,0,0
3693,18,0,0,0
3694,9,0,0,0
3695,46,6,1.0,1.0
3696,44,2,1.0,1.0
3697,24,0,0,0
3698,41,2,1.0,1.0
3699,2,0,0,0
3700,42,7,0.5714285714285714,1.0
3701,36,2,1.0,1.0
3702,28,2,1.0,1.0
3703,41,2,1.0,1.0
3704,39,2,1.0,1.0
3705,27,2,1.0,1.0
3706,3,1,0.0,0.0
3707,16,0,0,0
3708,64,4,1.0,1.0
3709,65,0,0,0
3710,31,0,0,0
3711,28,0,0,0
3712,44,0,0,0
3713,27,2,1.0,1.0
3714,46,0,0,0
3715,11,0,0,0
3716,12,0,0,0
3717,47,0,0,0
3718,22,0,0,0
3719,20,1,1.0,1.0
3720,5,1,0.0,0.0
3721,20,0,0,0
3722,15,1,1.0,1.0
3723,26,3,0.6666666666666666,1.0
3724,35,1,1.0,1.0
3725,41,0,0,0
3726,17,0,0,0
3727,37,3,0.3333333333333333,0.6666666666666666
3728,34,2,0.5,0.5
3729,48,1,1.0,1.0
3730,24,3,1.0,0.3333333333333333
3731,2,1,0.0,0.0
3732,20,1,1.0,1.0
3733,33,2,1.0,1.0
3734,36,1,1.0,1.0
3735,22,2,1.0,1.0
3736,29,0,0,0
3737,58,0,0,0
3738,35,1,1.0,1.0
3739,21,0,0,0
3740,31,0,0,0
3741,27,2,1.0,0.5
3742,3,0,0,0
3743,28,0,0,0
3744,14,0,0,0
3745,13,1,1.0,1.0
3746,16,0,0,0
3747,30,0,0,0
3748,44,1,1.0,1.0
3749,62,2,0.5,1.0
3750,36,2,1.0,1.0
3751,24,0,0,0
3752,32,0,0,0
3753,4,1,0.0,0.0
3754,7,0,0,0
3755,16,3,0.6666666666666666,1.0
3756,37,2,1.0,1.0
3757,26,3,1.0,0.6666666666666666
3758,18,0,0,0
3759,31,6,0.6666666666666666,0.6666666666666666
3760,25,0,0,0
3761,32,0,0,0
3762,24,1,1.0,1.0
3763,29,0,0,0
3764,20,3,1.0,0.6666666666666666
3765,19,0,0,0
3766,76,7,0.7142857142857143,0.8571428571428571
3767,4,0,0,0
3768,13,1,1.0,1.0
3769,26,4,0.75,1.0
3770,33,1,1.0,1.0
3771,24,1,1.0,1.0
3772,56,2,0.5,1.0
3773,9,0,0,0
3774,15,0,0,0
3775,24,0,0,0
3776,12,0,0,0
3777,20,1,0.0,0.0
3778,32,2,0.0,0.5
3779,33,2,1.0,1.0
3780,21,1,1.0,1.0
3781,2,0,0,0
3782,30,1,1.0,0.0
3783,38,1,1.0,1.0
3784,36,1,1.0,1.0
3785,10,0,0,0
3786,38,0,0,0
3787,50,0,0,0
3788,51,5,0.8,0.8
3789,34,3,0.6666666666666666,1.0
3790,21,0,0,0
3791,28,2,1.0,0.5
3792,29,2,1.0,1.0
3793,34,3,1.0,1.0
3794,32,0,0,0
3795,20,2,1.0,1.0
3796,19,1,1.0,1.0
3797,71,5,0.8,1.0
3798,24,2,0.5,0.0
3799,4,0,0,0
3800,37,0,0,0
3801,38,2,1.0,1.0
3802,30,1,1.0,1.0
3803,20,1,1.0,1.0
3804,17,0,0,0
3805,55,2,0.0,1.0
3806,18,1,1.0,1.0
3807,11,0,0,0
3808,23,0,0,0
3809,18,2,1.0,1.0
3810,24,3,0.6666666666666666,0.3333333333333333
3811,35,8,0.75,0.625
3812,20,2,0.5,0.5
3813,28,3,0.6666666666666666,0.6666666666666666
3814,28,0,0,0
3815,5,0,0,0
3816,40,2,0.0,1.0
3817,20,2,1.0,1.0
3818,13,0,0,0
3819,18,1,0.0,0.0
3820,36,6,0.8333333333333334,1.0
3821,41,3,0.3333333333333333,0.6666666666666666
3822,17,0,0,0
3823,23,1,0.0,1.0
3824,13,1,0.0,0.0
3825,16,0,0,0
3826,20,2,0.5,0.5
3827,27,0,0,0
3828,25,3,1.0,1.0
3829,9,0,0,0
3830,21,0,0,0
3831,20,0,0,0
3832,16,0,0,0
3833,22,0,0,0
3834,19,0,0,0
3835,42,2,0.5,0.5
3836,4,1,0.0,0.0
3837,21,4,1.0,1.0
3838,23,2,1.0,1.0
3839,27,5,1.0,1.0
3840,18,0,0,0
3841,13,1,1.0,1.0
3842,29,0,0,0
3843,15,0,0,0
3844,9,2,1.0,0.5
3845,18,0,0,0
3846,7,0,0,0
3847,2,1,1.0,1.0
3848,31,1,1.0,1.0
3849,2,1,1.0,1.0
3850,22,1,1.0,0.0
3851,22,1,1.0,1.0
3852,2,1,1.0,1.0
3853,14,0,0,0
3854,32,2,0.0,0.0
3855,2,1,1.0,1.0
3856,27,0,0,0
3857,16,0,0,0
3858,2,1,1.0,1.0
3859,16,0,0,0
3860,12,1,0.0,1.0
3861,11,3,0.6666666666666666,0.3333333333333333
3862,18,3,1.0,1.0
3863,36,6,1.0,1.0
3864,53,7,0.7142857142857143,0.7142857142857143
3865,12,1,1.0,0.0
3866,17,1,1.0,1.0
3867,18,3,1.0,1.0
3868,25,1,0.0,0.0
3869,17,1,1.0,1.0
3870,11,0,0,0
3871,37,4,0.75,0.5
3872,22,2,0.5,0.5
3873,23,2,1.0,1.0
3874,20,2,0.5,0.5
3875,1,0,0,0
3876,18,0,0,0
3877,7,0,0,0
3878,36,3,1.0,1.0
3879,23,3,1.0,1.0
3880,44,6,0.8333333333333334,1.0
3881,20,2,1.0,1.0
3882,26,3,1.0,0.6666666666666666
3883,5,1,1.0,1.0
3884,18,2,1.0,1.0
3885,49,10,0.9,1.0
3886,5,1,0.0,0.0
3887,51,9,0.8888888888888888,1.0
3888,26,5,1.0,1.0
3889,20,2,1.0,1.0
3890,27,2,0.5,0.5
3891,37,4,0.75,1.0
3892,27,4,0.5,1.0
3893,22,4,0.5,0.75
3894,10,3,1.0,0.6666666666666666
3895,11,0,0,0
3896,14,2,1.0,1.0
3897,6,0,0,0
3898,19,6,0.8333333333333334,0.8333333333333334
3899,20,1,1.0,1.0
3900,13,2,1.0,1.0
3901,34,5,1.0,1.0
3902,18,4,1.0,1.0
3903,18,0,0,0
3904,11,2,1.0,1.0
3905,27,6,0.6666666666666666,1.0
3906,20,4,0.75,0.75
3907,15,2,1.0,1.0
3908,29,2,1.0,1.0
3909,5,1,1.0,1.0
3910,29,6,0.6666666666666666,1.0
3911,33,2,0.5,0.5
3912,16,1,0.0,0.0
3913,13,2,1.0,1.0
3914,18,2,0.0,0.5
3915,33,2,1.0,0.5
3916,11,0,0,0
3917,36,4,0.75,1.0
3918,21,0,0,0
3919,16,0,0,0
3920,19,3,0.6666666666666666,1.0
3921,12,0,0,0
3922,34,1,1.0,1.0
3923,23,2,0.5,1.0
3924,40,5,1.0,1.0
3925,31,5,1.0,1.0
3926,15,2,1.0,1.0
3927,26,1,1.0,1.0
3928,9,2,1.0,1.0
3929,10,1,0.0,1.0
3930,13,1,0.0,1.0
3931,14,1,1.0,1.0
3932,24,2,1.0,1.0
3933,9,0,0,0
3934,16,1,1.0,1.0
3935,27,1,1.0,1.0
3936,27,5,1.0,1.0
3937,26,1,1.0,1.0
3938,7,0,0,0
3939,29,3,1.0,1.0
3940,17,1,1.0,1.0
3941,39,3,1.0,1.0
3942,16,0,0,0
3943,5,0,0,0
3944,11,1,1.0,1.0
3945,13,2,1.0,0.0
3946,20,3,1.0,1.0
3947,21,2,1.0,1.0
3948,23,1,1.0,1.0
3949,32,6,0.8333333333333334,0.6666666666666666
3950,21,4,1.0,0.75
3951,17,4,1.0,0.75
3952,21,1,1.0,1.0
3953,22,1,1.0,1.0
3954,25,1,1.0,1.0
3955,17,3,1.0,1.0
3956,43,7,1.0,1.0
3957,13,1,0.0,0.0
3958,16,2,0.5,1.0
3959,26,3,0.6666666666666666,1.0
3960,11,0,0,0
3961,28,5,1.0,1.0
3962,16,3,1.0,1.0
3963,13,3,1.0,1.0
3964,20,2,1.0,1.0
3965,14,0,0,0
3966,12,3,1.0,0.6666666666666666
3967,12,0,0,0
3968,15,2,0.5,0.5
3969,4,0,0,0
3970,36,3,1.0,1.0
3971,30,3,1.0,1.0
3972,24,0,0,0
3973,22,0,0,0
3974,36,2,1.0,1.0
3975,28,0,0,0
3976,18,0,0,0
3977,31,3,1.0,1.0
3978,20,3,1.0,1.0
3979,11,0,0,0
3980,10,0,0,0
3981,23,1,1.0,1.0
3982,11,2,0.5,0.5
3983,17,3,0.6666666666666666,0.6666666666666666
3984,28,3,0.6666666666666666,1.0
3985,49,6,0.8333333333333334,1.0
3986,17,2,0.5,0.5
3987,44,6,0.6666666666666666,0.6666666666666666
3988,21,1,1.0,1.0
3989,22,4,1.0,1.0
3990,12,2,1.0,1.0
3991,27,3,0.6666666666666666,1.0
3992,46,3,0.6666666666666666,0.6666666666666666
3993,28,2,1.0,1.0
3994,29,1,1.0,1.0
3995,3,0,0,0
3996,36,3,0.6666666666666666,0.6666666666666666
3997,12,0,0,0
3998,17,2,1.0,1.0
3999,20,3,0.6666666666666666,1.0
4000,23,3,1.0,1.0
4001,36,0,0,0
4002,33,1,1.0,1.0
4003,22,2,0.5,1.0
4004,28,5,1.0,0.8
4005,17,1,0.0,0.0
4006,8,1,1.0,1.0
4007,30,5,0.8,0.8
4008,26,2,1.0,1.0
4009,10,1,1.0,1.0
4010,26,3,1.0,1.0
4011,16,1,1.0,1.0
4012,34,2,1.0,1.0
4013,8,1,1.0,1.0
4014,8,1,1.0,1.0
4015,22,1,1.0,1.0
4016,18,2,1.0,1.0
4017,28,1,1.0,1.0
4018,44,3,1.0,1.0
4019,34,2,0.5,1.0
4020,10,1,1.0,1.0
4021,13,1,1.0,1.0
4022,17,3,0.6666666666666666,0.6666666666666666
4023,23,0,0,0
4024,25,1,1.0,1.0
4025,7,2,1.0,1.0
4026,16,3,1.0,1.0
4027,18,1,1.0,1.0
4028,26,4,1.0,1.0
4029,25,0,0,0
4030,15,1,1.0,1.0
4031,8,0,0,0
4032,20,1,1.0,1.0
4033,12,0,0,0
4034,18,3,1.0,1.0
4035,16,1,1.0,1.0
4036,20,2,1.0,1.0
4037,15,1,1.0,1.0
4038,43,4,1.0,1.0
4039,21,1,1.0,1.0
4040,49,5,0.8,1.0
4041,8,1,1.0,1.0
4042,17,5,0.8,0.8
4043,26,5,1.0,1.0
4044,21,4,1.0,1.0
4045,22,1,1.0,1.0
4046,32,2,1.0,1.0
4047,23,1,1.0,1.0
4048,7,1,1.0,1.0
4049,29,6,1.0,1.0
4050,19,2,1.0,1.0
4051,39,4,1.0,1.0
4052,24,6,1.0,1.0
4053,9,2,1.0,1.0
4054,23,2,1.0,1.0
4055,16,2,1.0,1.0
4056,16,3,1.0,1.0
4057,20,4,0.75,1.0
4058,53,5,1.0,1.0
4059,7,0,0,0
4060,15,2,0.5,1.0
4061,17,3,1.0,1.0
4062,31,4,1.0,1.0
4063,15,2,1.0,1.0
4064,19,1,1.0,1.0
4065,27,2,1.0,1.0
4066,14,3,1.0,1.0
4067,7,1,1.0,0.0
4068,6,1,1.0,1.0
4069,25,6,1.0,0.8333333333333334
4070,21,2,1.0,1.0
4071,28,2,1.0,1.0
4072,30,7,1.0,1.0
4073,22,3,1.0,1.0
4074,22,2,1.0,1.0
4075,47,6,1.0,1.0
4076,33,2,1.0,1.0
4077,13,1,1.0,1.0
4078,19,4,1.0,1.0
4079,9,0,0,0
4080,10,0,0,0
4081,18,1,1.0,1.0
4082,23,2,1.0,1.0
4083,45,3,1.0,1.0
4084,29,4,1.0,1.0
4085,21,3,1.0,1.0
4086,20,0,0,0
4087,7,0,0,0
4088,9,0,0,0
4089,14,0,0,0
4090,48,5,0.8,1.0
4091,12,1,1.0,1.0
4092,19,0,0,0
4093,21,0,0,0
4094,19,3,1.0,1.0
4095,26,0,0,0
4096,22,0,0,0
4097,30,4,1.0,1.0
4098,16,4,0.75,0.75
4099,28,6,1.0,1.0
4100,24,3,1.0,0.6666666666666666
4101,11,0,0,0
4102,16,0,0,0
4103,43,8,0.875,0.875
4104,13,2,1.0,1.0
4105,26,5,0.8,0.8
4106,42,7,1.0,1.0
4107,34,2,1.0,1.0
4108,37,6,1.0,1.0
4109,41,1,1.0,1.0
4110,34,2,1.0,1.0
4111,38,6,1.0,1.0
4112,25,2,1.0,1.0
4113,45,5,1.0,1.0
4114,17,0,0,0
4115,47,4,1.0,1.0
4116,32,6,1.0,0.8333333333333334
4117,19,0,0,0
4118,12,0,0,0
4119,23,1,1.0,1.0
4120,33,2,1.0,1.0
4121,18,2,1.0,1.0
4122,25,4,0.75,1.0
4123,30,3,0.6666666666666666,0.6666666666666666
4124,28,5,1.0,1.0
4125,22,1,1.0,1.0
4126,34,2,1.0,1.0
4127,36,4,1.0,1.0
4128,20,1,1.0,1.0
4129,36,4,1.0,1.0
4130,40,0,0,0
4131,24,6,0.6666666666666666,0.6666666666666666
4132,21,3,1.0,1.0
4133,21,1,0.0,1.0
4134,22,3,1.0,1.0
4135,13,3,1.0,1.0
4136,20,3,1.0,1.0
4137,17,0,0,0
4138,28,5,1.0,1.0
4139,18,3,1.0,1.0
4140,28,5,1.0,1.0
4141,30,6,0.3333333333333333,0.6666666666666666
4142,40,4,1.0,1.0
4143,33,0,0,0
4144,13,1,1.0,1.0
4145,19,1,0.0,1.0
4146,12,1,1.0,1.0
4147,9,3,0.6666666666666666,1.0
4148,32,2,0.5,1.0
4149,38,3,1.0,1.0
4150,22,2,1.0,0.5
4151,12,0,0,0
4152,38,4,1.0,1.0
4153,36,4,0.75,1.0
4154,17,1,1.0,1.0
4155,32,3,1.0,1.0
4156,31,1,1.0,1.0
4157,44,4,0.75,0.75
4158,15,0,0,0
4159,34,2,0.5,0.5
4160,24,3,1.0,0.3333333333333333
4161,18,1,1.0,1.0
4162,37,5,0.8,0.4
4163,32,4,1.0,0.5
4164,15,2,0.5,0.5
4165,24,1,1.0,1.0
4166,43,5,0.6,0.8
4167,21,0,0,0
4168,22,2,1.0,1.0
4169,16,0,0,0
4170,34,0,0,0
4171,17,1,1.0,0.0
4172,2,1,1.0,1.0
4173,30,4,0.5,1.0
4174,44,4,0.5,1.0
4175,18,4,0.75,0.75
4176,54,8,0.625,0.75
4177,18,1,1.0,1.0
4178,42,2,0.0,0.0
4179,53,9,0.6666666666666666,0.7777777777777778
4180,37,2,1.0,1.0
4181,30,2,1.0,1.0
4182,17,2,0.5,0.5
4183,39,3,0.6666666666666666,1.0
4184,25,2,1.0,1.0
4185,27,2,0.5,1.0
4186,36,3,1.0,1.0
4187,18,0,0,0
4188,8,0,0,0
4189,33,1,1.0,1.0
4190,21,1,1.0,1.0
4191,18,1,0.0,1.0
